RawMaterialID,buyer,qty_purchased,unit,PurchaseDate,p_amount
201,N/A,100,Kilogram,1/4/2023,"7,136"
201,N/A,50,Kilogram,2/12/2023,"3,568"
201,N/A,50,Kilogram,2/1/2023,"3,568"
201,N/A,100,Kilogram,3/10/2023,"3,568"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
